Grid size (x, y)
64,64
id,type,station,x,y,weight_to_NORTH,weight_to_WEST,weight_to_SOUTH,weight_to_EAST,weight_for_WAIT
57,Travel,None,0,57,1,inf,1,1,1
58,Travel,None,0,58,1,inf,1,1,1
59,Travel,None,0,59,1,inf,1,1,1
60,Travel,None,0,60,1,inf,1,1,1
61,Travel,None,0,61,1,inf,1,1,1
62,Travel,None,0,62,1,inf,1,1,1
63,Travel,None,0,63,inf,inf,1,1,1
64,Travel,None,1,0,1,1,inf,1,1
65,Travel,None,1,1,1,inf,1,1,1
66,Travel,None,1,2,1,1,1,1,1
67,Travel,None,1,3,1,1,1,1,1
68,Travel,None,1,4,1,1,1,1,1
69,Travel,None,1,5,1,inf,1,1,1
70,Travel,None,1,6,inf,1,1,1,1
71,Obstacle,None,1,7,inf,inf,inf,inf,inf
72,Travel,None,1,8,1,1,inf,1,1
73,Travel,None,1,9,1,1,1,1,1
74,Travel,None,1,10,1,1,1,1,1
75,Travel,None,1,11,1,1,1,1,1
76,Travel,None,1,12,1,1,1,1,1
77,Travel,None,1,13,1,1,1,1,1
78,Travel,None,1,14,1,1,1,1,1
79,Travel,None,1,15,1,1,1,1,1
80,Travel,None,1,16,1,1,1,1,1
81,Travel,None,1,17,1,1,1,1,1
82,Travel,None,1,18,1,1,1,1,1
83,Travel,None,1,19,1,1,1,1,1
84,Travel,None,1,20,inf,1,1,1,1
85,Obstacle,None,1,21,inf,inf,inf,inf,inf
86,Travel,None,1,22,1,1,inf,inf,1
87,Travel,None,1,23,1,1,1,1,1
88,Travel,None,1,24,inf,1,1,1,1
89,Obstacle,None,1,25,inf,inf,inf,inf,inf
90,Travel,None,1,26,1,1,inf,1,1
91,Travel,None,1,27,1,1,1,1,1
92,Travel,None,1,28,1,1,1,1,1
93,Travel,None,1,29,1,1,1,1,1
94,Travel,None,1,30,1,1,1,1,1
95,Travel,None,1,31,1,1,1,1,1
96,Travel,None,1,32,1,inf,1,inf,1
97,Travel,None,1,33,1,1,1,1,1
98,Travel,None,1,34,inf,1,1,1,1
99,Obstacle,None,1,35,inf,inf,inf,inf,inf
100,Travel,None,1,36,1,inf,inf,1,1
101,Travel,None,1,37,1,1,1,1,1
102,Travel,None,1,38,1,1,1,1,1
103,Travel,None,1,39,1,1,1,1,1
104,Travel,None,1,40,1,1,1,1,1
105,Travel,None,1,41,1,1,1,1,1
106,Travel,None,1,42,1,inf,1,1,1
107,Travel,None,1,43,1,1,1,1,1
108,Travel,None,1,44,inf,1,1,1,1
109,Obstacle,None,1,45,inf,inf,inf,inf,inf
110,Travel,None,1,46,1,inf,inf,1,1
111,Travel,None,1,47,1,1,1,1,1
112,Travel,None,1,48,1,1,1,1,1
113,Travel,None,1,49,inf,1,1,1,1
114,Obstacle,None,1,50,inf,inf,inf,inf,inf
115,Travel,None,1,51,1,1,inf,1,1
116,Travel,None,1,52,1,1,1,1,1
117,Travel,None,1,53,1,1,1,1,1
118,Travel,None,1,54,1,1,1,inf,1
119,Travel,None,1,55,1,1,1,1,1
120,Travel,None,1,56,1,1,1,1,1
121,Travel,None,1,57,1,1,1,1,1
122,Travel,None,1,58,1,1,1,1,1
123,Travel,None,1,59,1,1,1,inf,1
124,Travel,None,1,60,1,1,1,1,1
125,Travel,None,1,61,1,1,1,1,1
126,Travel,None,1,62,1,1,1,1,1
127,Travel,None,1,63,inf,1,1,1,1
128,Travel,None,2,0,1,1,inf,1,1
129,Travel,None,2,1,1,1,1,1,1
130,Travel,None,2,2,1,1,1,inf,1
131,Travel,None,2,3,1,1,1,1,1
132,Travel,None,2,4,1,1,1,inf,1
133,Travel,None,2,5,1,1,1,1,1
134,Travel,None,2,6,1,1,1,1,1
135,Travel,None,2,7,1,inf,1,inf,1
136,Travel,None,2,8,1,1,1,1,1
137,Travel,None,2,9,1,1,1,1,1
138,Travel,None,2,10,1,1,1,1,1
139,Travel,None,2,11,1,1,1,1,1
140,Travel,None,2,12,1,1,1,1,1
141,Travel,None,2,13,1,1,1,1,1
142,Travel,None,2,14,1,1,1,1,1
143,Travel,None,2,15,1,1,1,1,1
144,Travel,None,2,16,1,1,1,1,1
145,Travel,None,2,17,1,1,1,1,1
146,Travel,None,2,18,1,1,1,1,1
147,Travel,None,2,19,1,1,1,1,1
148,Travel,None,2,20,1,1,1,1,1
149,Travel,None,2,21,inf,inf,1,1,1
150,Obstacle,None,2,22,inf,inf,inf,inf,inf
151,Travel,None,2,23,1,1,inf,1,1
152,Travel,None,2,24,1,1,1,1,1
153,Travel,None,2,25,1,inf,1,1,1
154,Travel,None,2,26,1,1,1,1,1
155,Travel,None,2,27,1,1,1,1,1
156,Travel,None,2,28,1,1,1,1,1
157,Travel,None,2,29,1,1,1,1,1
158,Travel,None,2,30,1,1,1,1,1
159,Travel,None,2,31,inf,1,1,1,1
160,Obstacle,None,2,32,inf,inf,inf,inf,inf
161,Travel,None,2,33,1,1,inf,1,1
162,Travel,None,2,34,1,1,1,1,1
163,Travel,None,2,35,1,inf,1,inf,1
164,Travel,None,2,36,1,1,1,inf,1
165,Travel,None,2,37,1,1,1,1,1
166,Travel,None,2,38,1,1,1,1,1
167,Travel,None,2,39,1,1,1,1,1
168,Travel,None,2,40,1,1,1,1,1
169,Travel,None,2,41,1,1,1,1,1
170,Travel,None,2,42,1,1,1,1,1
171,Travel,None,2,43,1,1,1,1,1
172,Travel,None,2,44,1,1,1,1,1
173,Travel,None,2,45,1,inf,1,1,1
174,Travel,None,2,46,1,1,1,1,1
175,Travel,None,2,47,1,1,1,1,1
176,Travel,None,2,48,1,1,1,1,1
177,Travel,None,2,49,1,1,1,1,1
178,Travel,None,2,50,1,inf,1,inf,1
179,Travel,None,2,51,1,1,1,1,1
180,Travel,None,2,52,1,1,1,inf,1
181,Travel,None,2,53,inf,1,1,1,1
182,Obstacle,None,2,54,inf,inf,inf,inf,inf
183,Travel,None,2,55,1,1,inf,1,1
184,Travel,None,2,56,1,1,1,1,1
185,Travel,None,2,57,1,1,1,1,1
186,Travel,None,2,58,inf,1,1,inf,1
187,Obstacle,None,2,59,inf,inf,inf,inf,inf
188,Travel,None,2,60,1,1,inf,1,1
189,Travel,None,2,61,1,1,1,1,1
190,Travel,None,2,62,1,1,1,1,1
191,Travel,None,2,63,inf,1,1,inf,1
192,Travel,None,3,0,1,1,inf,1,1
193,Travel,None,3,1,inf,1,1,1,1
194,Obstacle,None,3,2,inf,inf,inf,inf,inf
195,Travel,None,3,3,inf,1,inf,1,1
196,Obstacle,None,3,4,inf,inf,inf,inf,inf
197,Travel,None,3,5,1,1,inf,1,1
198,Travel,None,3,6,inf,1,1,inf,1
199,Obstacle,None,3,7,inf,inf,inf,inf,inf
200,Travel,None,3,8,1,1,inf,1,1
201,Travel,None,3,9,1,1,1,inf,1
202,Travel,None,3,10,1,1,1,1,1
203,Travel,None,3,11,1,1,1,1,1
204,Travel,None,3,12,1,1,1,1,1
205,Travel,None,3,13,1,1,1,1,1
206,Travel,None,3,14,1,1,1,1,1
207,Travel,None,3,15,1,1,1,1,1
208,Travel,None,3,16,1,1,1,1,1
209,Travel,None,3,17,1,1,1,1,1
210,Travel,None,3,18,1,1,1,1,1
211,Travel,None,3,19,1,1,1,inf,1
212,Travel,None,3,20,1,1,1,1,1
213,Travel,None,3,21,1,1,1,1,1
214,Travel,None,3,22,1,inf,1,1,1
215,Travel,None,3,23,1,1,1,1,1
216,Travel,None,3,24,1,1,1,1,1
217,Travel,None,3,25,1,1,1,1,1
218,Travel,None,3,26,1,1,1,1,1
219,Travel,None,3,27,1,1,1,1,1
220,Travel,None,3,28,1,1,1,inf,1
221,Travel,None,3,29,1,1,1,1,1
222,Travel,None,3,30,1,1,1,1,1
223,Travel,None,3,31,1,1,1,1,1
224,Travel,None,3,32,1,inf,1,1,1
225,Travel,None,3,33,1,1,1,1,1
226,Travel,None,3,34,inf,1,1,1,1
227,Obstacle,None,3,35,inf,inf,inf,inf,inf
228,Obstacle,None,3,36,inf,inf,inf,inf,inf
229,Travel,None,3,37,1,1,inf,1,1
230,Travel,None,3,38,1,1,1,1,1
231,Travel,None,3,39,1,1,1,1,1
232,Travel,None,3,40,1,1,1,1,1
233,Travel,None,3,41,1,1,1,1,1
234,Travel,None,3,42,1,1,1,1,1
235,Travel,None,3,43,1,1,1,1,1
236,Travel,None,3,44,1,1,1,1,1
237,Travel,None,3,45,1,1,1,1,1
238,Travel,None,3,46,1,1,1,1,1
239,Travel,None,3,47,1,1,1,1,1
240,Travel,None,3,48,1,1,1,1,1
241,Travel,None,3,49,inf,1,1,1,1
242,Obstacle,None,3,50,inf,inf,inf,inf,inf
243,Travel,None,3,51,inf,1,inf,1,1
244,Obstacle,None,3,52,inf,inf,inf,inf,inf
245,Travel,None,3,53,1,1,inf,1,1
246,Travel,None,3,54,1,inf,1,1,1
247,Travel,None,3,55,1,1,1,1,1
248,Travel,None,3,56,1,1,1,1,1
249,Travel,None,3,57,inf,1,1,1,1
250,Obstacle,None,3,58,inf,inf,inf,inf,inf
251,Travel,None,3,59,1,inf,inf,1,1
252,Travel,None,3,60,1,1,1,1,1
253,Travel,None,3,61,1,1,1,1,1
254,Travel,None,3,62,inf,1,1,1,1
255,Obstacle,None,3,63,inf,inf,inf,inf,inf
256,Travel,None,4,0,1,1,inf,1,1
257,Travel,None,4,1,1,1,1,1,1
258,Travel,None,4,2,1,inf,1,1,1
259,Travel,None,4,3,1,1,1,1,1
260,Travel,None,4,4,1,inf,1,1,1
261,Travel,None,4,5,inf,1,1,inf,1
262,Obstacle,None,4,6,inf,inf,inf,inf,inf
263,Travel,None,4,7,1,inf,inf,inf,1
264,Travel,None,4,8,inf,1,1,1,1
265,Obstacle,None,4,9,inf,inf,inf,inf,inf
266,Travel,None,4,10,1,1,inf,1,1
267,Travel,None,4,11,1,1,1,1,1
268,Travel,None,4,12,1,1,1,1,1
269,Travel,None,4,13,1,1,1,1,1
270,Travel,None,4,14,1,1,1,1,1
271,Travel,None,4,15,1,1,1,1,1
272,Travel,None,4,16,1,1,1,inf,1
273,Travel,None,4,17,1,1,1,inf,1
274,Travel,None,4,18,inf,1,1,1,1
275,Obstacle,None,4,19,inf,inf,inf,inf,inf
276,Travel,None,4,20,1,1,inf,1,1
277,Travel,None,4,21,1,1,1,1,1
278,Travel,None,4,22,1,1,1,1,1
279,Travel,None,4,23,1,1,1,1,1
280,Travel,None,4,24,1,1,1,1,1
281,Travel,None,4,25,1,1,1,1,1
282,Travel,None,4,26,1,1,1,1,1
283,Travel,None,4,27,inf,1,1,1,1
284,Obstacle,None,4,28,inf,inf,inf,inf,inf
285,Travel,None,4,29,1,1,inf,1,1
286,Travel,None,4,30,1,1,1,inf,1
287,Travel,None,4,31,1,1,1,1,1
288,Travel,None,4,32,1,1,1,1,1
289,Travel,None,4,33,1,1,1,1,1
290,Travel,None,4,34,1,1,1,inf,1
291,Travel,None,4,35,1,inf,1,1,1
292,Travel,None,4,36,1,inf,1,1,1
293,Travel,None,4,37,1,1,1,inf,1
294,Travel,None,4,38,1,1,1,1,1
295,Travel,None,4,39,1,1,1,1,1
296,Travel,None,4,40,1,1,1,1,1
297,Travel,None,4,41,1,1,1,1,1
298,Travel,None,4,42,1,1,1,1,1
299,Travel,None,4,43,1,1,1,1,1
300,Travel,None,4,44,1,1,1,inf,1
301,Travel,None,4,45,1,1,1,1,1
302,Travel,None,4,46,1,1,1,1,1
303,Travel,None,4,47,1,1,1,1,1
304,Travel,None,4,48,1,1,1,1,1
305,Travel,None,4,49,1,1,1,1,1
306,Travel,None,4,50,1,inf,1,1,1
307,Travel,None,4,51,1,1,1,1,1
308,Travel,None,4,52,1,inf,1,1,1
309,Travel,None,4,53,1,1,1,1,1
310,Travel,None,4,54,1,1,1,inf,1
311,Travel,None,4,55,1,1,1,1,1
312,Travel,None,4,56,1,1,1,1,1
313,Travel,None,4,57,1,1,1,1,1
314,Travel,None,4,58,1,inf,1,1,1
315,Travel,None,4,59,1,1,1,1,1
316,Travel,None,4,60,1,1,1,inf,1
317,Travel,None,4,61,1,1,1,1,1
318,Travel,None,4,62,1,1,1,1,1
319,Travel,None,4,63,inf,inf,1,1,1
320,Travel,None,5,0,1,1,inf,1,1
321,Travel,None,5,1,1,1,1,1,1
322,Travel,None,5,2,1,1,1,1,1
323,Travel,None,5,3,1,1,1,1,1
324,Travel,None,5,4,inf,1,1,1,1
325,Obstacle,None,5,5,inf,inf,inf,inf,inf
326,Travel,None,5,6,inf,inf,inf,1,1
327,Obstacle,None,5,7,inf,inf,inf,inf,inf
328,Travel,None,5,8,1,1,inf,1,1
329,Travel,None,5,9,1,inf,1,1,1
330,Travel,None,5,10,1,1,1,1,1
331,Travel,None,5,11,1,1,1,1,1
332,Travel,None,5,12,1,1,1,inf,1
333,Travel,None,5,13,1,1,1,1,1
334,Travel,None,5,14,1,1,1,1,1
335,Travel,None,5,15,inf,1,1,1,1
336,Obstacle,None,5,16,inf,inf,inf,inf,inf
337,Obstacle,None,5,17,inf,inf,inf,inf,inf
338,Travel,None,5,18,1,1,inf,1,1
339,Travel,None,5,19,1,inf,1,1,1
340,Travel,None,5,20,1,1,1,1,1
341,Travel,None,5,21,1,1,1,inf,1
342,Travel,None,5,22,1,1,1,1,1
343,Travel,None,5,23,1,1,1,1,1
344,Travel,None,5,24,1,1,1,1,1
345,Travel,None,5,25,1,1,1,1,1
346,Travel,None,5,26,1,1,1,1,1
347,Travel,None,5,27,1,1,1,inf,1
348,Travel,None,5,28,1,inf,1,1,1
349,Travel,None,5,29,inf,1,1,1,1
350,Obstacle,None,5,30,inf,inf,inf,inf,inf
351,Travel,None,5,31,1,1,inf,1,1
352,Travel,None,5,32,1,1,1,1,1
353,Travel,None,5,33,inf,1,1,1,1
354,Obstacle,None,5,34,inf,inf,inf,inf,inf
355,Travel,None,5,35,1,1,inf,1,1
356,Travel,None,5,36,inf,1,1,1,1
357,Obstacle,None,5,37,inf,inf,inf,inf,inf
358,Travel,None,5,38,1,1,inf,1,1
359,Travel,None,5,39,1,1,1,1,1
360,Travel,None,5,40,1,1,1,1,1
361,Travel,None,5,41,1,1,1,1,1
362,Travel,None,5,42,1,1,1,1,1
363,Travel,None,5,43,inf,1,1,1,1
364,Obstacle,None,5,44,inf,inf,inf,inf,inf
365,Travel,None,5,45,1,1,inf,1,1
366,Travel,None,5,46,1,1,1,inf,1
367,Travel,None,5,47,1,1,1,1,1
368,Travel,None,5,48,1,1,1,1,1
369,Travel,None,5,49,1,1,1,1,1
370,Travel,None,5,50,1,1,1,inf,1
371,Travel,None,5,51,1,1,1,1,1
372,Travel,None,5,52,1,1,1,1,1
373,Travel,None,5,53,inf,1,1,1,1
374,Obstacle,None,5,54,inf,inf,inf,inf,inf
375,Travel,None,5,55,1,1,inf,inf,1
376,Travel,None,5,56,1,1,1,1,1
377,Travel,None,5,57,1,1,1,1,1
378,Travel,None,5,58,1,1,1,1,1
379,Travel,None,5,59,inf,1,1,1,1
380,Obstacle,None,5,60,inf,inf,inf,inf,inf
381,Travel,None,5,61,1,1,inf,1,1
382,Travel,None,5,62,1,1,1,inf,1
383,Travel,None,5,63,inf,1,1,1,1
384,Travel,None,6,0,1,1,inf,1,1
385,Travel,None,6,1,1,1,1,1,1
386,Travel,None,6,2,1,1,1,inf,1
387,Travel,None,6,3,1,1,1,1,1
388,Travel,None,6,4,1,1,1,1,1
389,Travel,None,6,5,1,inf,1,1,1
390,Travel,None,6,6,1,1,1,1,1
391,Travel,None,6,7,1,inf,1,1,1
392,Travel,None,6,8,1,1,1,1,1
393,Travel,None,6,9,1,1,1,1,1
394,Travel,None,6,10,1,1,1,1,1
395,Travel,None,6,11,inf,1,1,1,1
396,Obstacle,None,6,12,inf,inf,inf,inf,inf
397,Travel,None,6,13,1,1,inf,1,1
398,Travel,None,6,14,1,1,1,1,1
399,Travel,None,6,15,1,1,1,1,1
400,Travel,None,6,16,1,inf,1,1,1
401,Travel,None,6,17,1,inf,1,1,1
402,Travel,None,6,18,1,1,1,1,1
403,Travel,None,6,19,1,1,1,1,1
404,Travel,None,6,20,inf,1,1,1,1
405,Obstacle,None,6,21,inf,inf,inf,inf,inf
406,Travel,None,6,22,1,1,inf,1,1
407,Travel,None,6,23,1,1,1,1,1
408,Travel,None,6,24,1,1,1,1,1
409,Travel,None,6,25,1,1,1,1,1
410,Travel,None,6,26,inf,1,1,1,1
411,Obstacle,None,6,27,inf,inf,inf,inf,inf
412,Travel,None,6,28,1,1,inf,1,1
413,Travel,None,6,29,1,1,1,inf,1
414,Travel,None,6,30,1,inf,1,1,1
415,Travel,None,6,31,1,1,1,1,1
416,Travel,None,6,32,1,1,1,1,1
417,Travel,None,6,33,1,1,1,1,1
418,Travel,None,6,34,1,inf,1,1,1
419,Travel,None,6,35,1,1,1,1,1
420,Travel,None,6,36,1,1,1,1,1
421,Travel,None,6,37,1,inf,1,1,1
422,Travel,None,6,38,1,1,1,1,1
423,Travel,None,6,39,1,1,1,1,1
424,Travel,None,6,40,1,1,1,inf,1
425,Travel,None,6,41,1,1,1,1,1
426,Travel,None,6,42,1,1,1,1,1
427,Travel,None,6,43,1,1,1,1,1
428,Travel,None,6,44,1,inf,1,1,1
429,Travel,None,6,45,inf,1,1,1,1
430,Obstacle,None,6,46,inf,inf,inf,inf,inf
431,Travel,None,6,47,1,1,inf,1,1
432,Travel,None,6,48,1,1,1,1,1
433,Travel,None,6,49,inf,1,1,inf,1
434,Obstacle,None,6,50,inf,inf,inf,inf,inf
435,Travel,None,6,51,1,1,inf,1,1
436,Travel,None,6,52,1,1,1,1,1
437,Travel,None,6,53,inf,1,1,1,1
438,Obstacle,None,6,54,inf,inf,inf,inf,inf
439,Obstacle,None,6,55,inf,inf,inf,inf,inf
440,Travel,None,6,56,1,1,inf,1,1
441,Travel,None,6,57,1,1,1,1,1
442,Travel,None,6,58,1,1,1,1,1
443,Travel,None,6,59,1,1,1,1,1
444,Travel,None,6,60,1,inf,1,1,1
445,Travel,None,6,61,inf,1,1,1,1
446,Obstacle,None,6,62,inf,inf,inf,inf,inf
447,Travel,None,6,63,inf,1,inf,1,1
448,Travel,None,7,0,1,1,inf,1,1
449,Travel,None,7,1,inf,1,1,1,1
450,Obstacle,None,7,2,inf,inf,inf,inf,inf
451,Travel,None,7,3,1,1,inf,1,1
452,Travel,None,7,4,1,1,1,1,1
453,Travel,None,7,5,1,1,1,1,1
454,Travel,None,7,6,1,1,1,inf,1
455,Travel,None,7,7,1,1,1,1,1
456,Travel,None,7,8,1,1,1,inf,1
457,Travel,None,7,9,1,1,1,1,1
458,Travel,None,7,10,1,1,1,1,1
459,Travel,None,7,11,1,1,1,1,1
460,Travel,None,7,12,1,inf,1,1,1
461,Travel,None,7,13,1,1,1,1,1
462,Travel,None,7,14,1,1,1,1,1
463,Travel,None,7,15,1,1,1,1,1
464,Travel,None,7,16,1,1,1,1,1
465,Travel,None,7,17,1,1,1,1,1
466,Travel,None,7,18,1,1,1,1,1
467,Travel,None,7,19,1,1,1,1,1
468,Travel,None,7,20,1,1,1,1,1
469,Travel,None,7,21,1,inf,1,1,1
470,Travel,None,7,22,1,1,1,1,1
471,Travel,None,7,23,1,1,1,inf,1
472,Travel,None,7,24,1,1,1,1,1
473,Travel,None,7,25,1,1,1,1,1
474,Travel,None,7,26,1,1,1,1,1
475,Travel,None,7,27,1,inf,1,1,1
476,Travel,None,7,28,inf,1,1,1,1
477,Obstacle,None,7,29,inf,inf,inf,inf,inf
478,Travel,None,7,30,1,1,inf,1,1
479,Travel,None,7,31,1,1,1,1,1
480,Travel,None,7,32,1,1,1,1,1
481,Travel,None,7,33,1,1,1,1,1
482,Travel,None,7,34,1,1,1,1,1
483,Travel,None,7,35,1,1,1,inf,1
484,Travel,None,7,36,1,1,1,1,1
485,Travel,None,7,37,1,1,1,1,1
486,Travel,None,7,38,1,1,1,1,1
487,Travel,None,7,39,inf,1,1,1,1
488,Obstacle,None,7,40,inf,inf,inf,inf,inf
489,Travel,None,7,41,1,1,inf,1,1
490,Travel,None,7,42,1,1,1,1,1
491,Travel,None,7,43,1,1,1,1,1
492,Travel,None,7,44,1,1,1,1,1
493,Travel,None,7,45,1,1,1,1,1
494,Travel,None,7,46,1,inf,1,1,1
495,Travel,None,7,47,1,1,1,1,1
496,Travel,None,7,48,inf,1,1,1,1
497,Obstacle,None,7,49,inf,inf,inf,inf,inf
498,Travel,None,7,50,1,inf,inf,1,1
499,Travel,None,7,51,1,1,1,1,1
500,Travel,None,7,52,1,1,1,1,1
501,Travel,None,7,53,1,1,1,1,1
502,Travel,None,7,54,1,inf,1,1,1
503,Travel,None,7,55,1,inf,1,1,1
504,Travel,None,7,56,1,1,1,inf,1
505,Travel,None,7,57,1,1,1,1,1
506,Travel,None,7,58,1,1,1,1,1
507,Travel,None,7,59,1,1,1,1,1
508,Travel,None,7,60,1,1,1,inf,1
509,Travel,None,7,61,1,1,1,1,1
510,Travel,None,7,62,1,inf,1,1,1
511,Travel,None,7,63,inf,1,1,1,1
512,Travel,None,8,0,1,1,inf,inf,1
513,Travel,None,8,1,1,1,1,inf,1
514,Travel,None,8,2,1,inf,1,1,1
515,Travel,None,8,3,1,1,1,1,1
516,Travel,None,8,4,1,1,1,1,1
517,Travel,None,8,5,inf,1,1,1,1
518,Obstacle,None,8,6,inf,inf,inf,inf,inf
519,Travel,None,8,7,inf,1,inf,1,1
520,Obstacle,None,8,8,inf,inf,inf,inf,inf
521,Travel,None,8,9,1,1,inf,1,1
522,Travel,None,8,10,1,1,1,1,1
523,Travel,None,8,11,1,1,1,1,1
524,Travel,None,8,12,1,1,1,1,1
525,Travel,None,8,13,1,1,1,1,1
526,Travel,None,8,14,1,1,1,1,1
527,Travel,None,8,15,1,1,1,1,1
528,Travel,None,8,16,1,1,1,1,1
529,Travel,None,8,17,1,1,1,1,1
530,Travel,None,8,18,1,1,1,inf,1
531,Travel,None,8,19,1,1,1,1,1
532,Travel,None,8,20,1,1,1,1,1
533,Travel,None,8,21,1,1,1,1,1
534,Travel,None,8,22,inf,1,1,1,1
535,Obstacle,None,8,23,inf,inf,inf,inf,inf
536,Travel,None,8,24,1,1,inf,1,1
537,Travel,None,8,25,1,1,1,1,1
538,Travel,None,8,26,1,1,1,1,1
539,Travel,None,8,27,1,1,1,1,1
540,Travel,None,8,28,1,1,1,1,1
541,Travel,None,8,29,1,inf,1,1,1
542,Travel,None,8,30,1,1,1,1,1
543,Travel,None,8,31,1,1,1,1,1
544,Travel,None,8,32,1,1,1,1,1
545,Travel,None,8,33,1,1,1,1,1
546,Travel,None,8,34,inf,1,1,1,1
547,Obstacle,None,8,35,inf,inf,inf,inf,inf
548,Travel,None,8,36,1,1,inf,1,1
549,Travel,None,8,37,1,1,1,1,1
550,Travel,None,8,38,1,1,1,1,1
551,Travel,None,8,39,1,1,1,1,1
552,Travel,None,8,40,1,inf,1,1,1
553,Travel,None,8,41,1,1,1,1,1
554,Travel,None,8,42,1,1,1,1,1
555,Travel,None,8,43,1,1,1,1,1
556,Travel,None,8,44,1,1,1,1,1
557,Travel,None,8,45,1,1,1,1,1
558,Travel,None,8,46,1,1,1,1,1
559,Travel,None,8,47,1,1,1,1,1
560,Travel,None,8,48,1,1,1,1,1
561,Travel,None,8,49,1,inf,1,1,1
562,Travel,None,8,50,1,1,1,inf,1
563,Travel,None,8,51,1,1,1,1,1
564,Travel,None,8,52,1,1,1,1,1
565,Travel,None,8,53,1,1,1,1,1
566,Travel,None,8,54,1,1,1,1,1
567,Travel,None,8,55,inf,1,1,inf,1
568,Obstacle,None,8,56,inf,inf,inf,inf,inf
569,Travel,None,8,57,1,1,inf,1,1
570,Travel,None,8,58,1,1,1,1,1
571,Travel,None,8,59,inf,1,1,1,1
572,Obstacle,None,8,60,inf,inf,inf,inf,inf
573,Travel,None,8,61,1,1,inf,1,1
574,Travel,None,8,62,1,1,1,1,1
575,Travel,None,8,63,inf,1,1,inf,1
576,Obstacle,None,9,0,inf,inf,inf,inf,inf
577,Obstacle,None,9,1,inf,inf,inf,inf,inf
578,Travel,None,9,2,1,1,inf,1,1
579,Travel,None,9,3,1,1,1,1,1
580,Travel,None,9,4,1,1,1,1,1
581,Travel,None,9,5,1,1,1,inf,1
582,Travel,None,9,6,1,inf,1,1,1
583,Travel,None,9,7,1,1,1,1,1
584,Travel,None,9,8,1,inf,1,1,1
585,Travel,None,9,9,1,1,1,1,1
586,Travel,None,9,10,1,1,1,1,1
587,Travel,None,9,11,1,1,1,1,1
588,Travel,None,9,12,1,1,1,1,1
589,Travel,None,9,13,1,1,1,1,1
590,Travel,None,9,14,1,1,1,1,1
591,Travel,None,9,15,1,1,1,1,1
592,Travel,None,9,16,1,1,1,1,1
593,Travel,None,9,17,inf,1,1,1,1
594,Obstacle,None,9,18,inf,inf,inf,inf,inf
595,Travel,None,9,19,1,1,inf,1,1
