Grid size (x, y)
22,22
id,type,station,x,y,weight_to_NORTH,weight_to_WEST,weight_to_SOUTH,weight_to_EAST,weight_for_WAIT
225,Obstacle,None,10,5,inf,inf,inf,inf,inf
226,Eject,10009,10,6,1,1,inf,1,1
227,Eject,10010,10,7,inf,1,1,1,1
228,Obstacle,None,10,8,inf,inf,inf,inf,inf
229,Obstacle,None,10,9,inf,inf,inf,inf,inf
230,Eject,10010,10,10,1,1,inf,1,1
231,Eject,10011,10,11,inf,1,1,1,1
232,Obstacle,None,10,12,inf,inf,inf,inf,inf
233,Obstacle,None,10,13,inf,inf,inf,inf,inf
234,Eject,10011,10,14,1,1,inf,1,1
235,Eject,10012,10,15,inf,1,1,1,1
236,Obstacle,None,10,16,inf,inf,inf,inf,inf
237,Obstacle,None,10,17,inf,inf,inf,inf,inf
238,Eject,10012,10,18,1,1,inf,1,1
239,Travel,None,10,19,inf,1,1,1,1
240,Obstacle,None,10,20,inf,inf,inf,inf,inf
241,Obstacle,None,10,21,inf,inf,inf,inf,inf
242,Obstacle,None,11,0,inf,inf,inf,inf,inf
243,Obstacle,None,11,1,inf,inf,inf,inf,inf
244,Travel,None,11,2,1,1,inf,1,1
245,Eject,10009,11,3,inf,1,1,1,1
246,Obstacle,None,11,4,inf,inf,inf,inf,inf
247,Obstacle,None,11,5,inf,inf,inf,inf,inf
248,Eject,10009,11,6,1,1,inf,1,1
249,Eject,10010,11,7,inf,1,1,1,1
250,Obstacle,None,11,8,inf,inf,inf,inf,inf
251,Obstacle,None,11,9,inf,inf,inf,inf,inf
252,Eject,10010,11,10,1,1,inf,1,1
253,Eject,10011,11,11,inf,1,1,1,1
254,Obstacle,None,11,12,inf,inf,inf,inf,inf
255,Obstacle,None,11,13,inf,inf,inf,inf,inf
256,Eject,10011,11,14,1,1,inf,1,1
257,Eject,10012,11,15,inf,1,1,1,1
258,Obstacle,None,11,16,inf,inf,inf,inf,inf
259,Obstacle,None,11,17,inf,inf,inf,inf,inf
260,Eject,10012,11,18,1,1,inf,1,1
261,Travel,None,11,19,inf,1,1,1,1
262,Obstacle,None,11,20,inf,inf,inf,inf,inf
263,Obstacle,None,11,21,inf,inf,inf,inf,inf
264,Induct,1013,12,0,1,inf,inf,1,1
265,Travel,None,12,1,1,inf,1,1,1
266,Travel,None,12,2,1,1,1,1,1
267,Travel,None,12,3,1,1,1,1,1
268,Eject,10009,12,4,1,inf,1,1,1
269,Eject,10009,12,5,1,inf,1,1,1
270,Travel,None,12,6,1,1,1,1,1
271,Travel,None,12,7,1,1,1,1,1
272,Eject,10010,12,8,1,inf,1,1,1
273,Eject,10010,12,9,1,inf,1,1,1
274,Travel,None,12,10,1,1,1,1,1
275,Travel,None,12,11,1,1,1,1,1
276,Eject,10011,12,12,1,inf,1,1,1
277,Eject,10011,12,13,1,inf,1,1,1
278,Travel,None,12,14,1,1,1,1,1
279,Travel,None,12,15,1,1,1,1,1
280,Eject,10012,12,16,1,inf,1,1,1
281,Eject,10012,12,17,1,inf,1,1,1
282,Travel,None,12,18,1,1,1,1,1
283,Travel,None,12,19,1,1,1,1,1
284,Travel,None,12,20,1,inf,1,1,1
285,Induct,1014,12,21,inf,inf,1,1,1
286,Induct,1015,13,0,1,1,inf,inf,1
287,Travel,None,13,1,1,1,1,inf,1
288,Travel,None,13,2,1,1,1,1,1
289,Travel,None,13,3,1,1,1,1,1
290,Eject,10013,13,4,1,1,1,inf,1
291,Eject,10013,13,5,1,1,1,inf,1
292,Travel,None,13,6,1,1,1,1,1
293,Travel,None,13,7,1,1,1,1,1
294,Eject,10014,13,8,1,1,1,inf,1
295,Eject,10014,13,9,1,1,1,inf,1
296,Travel,None,13,10,1,1,1,1,1
297,Travel,None,13,11,1,1,1,1,1
298,Eject,10015,13,12,1,1,1,inf,1
299,Eject,10015,13,13,1,1,1,inf,1
300,Travel,None,13,14,1,1,1,1,1
301,Travel,None,13,15,1,1,1,1,1
302,Eject,10016,13,16,1,1,1,inf,1
303,Eject,10016,13,17,1,1,1,inf,1
304,Travel,None,13,18,1,1,1,1,1
305,Travel,None,13,19,1,1,1,1,1
306,Travel,None,13,20,1,1,1,inf,1
307,Induct,1016,13,21,inf,1,1,inf,1
308,Obstacle,None,14,0,inf,inf,inf,inf,inf
309,Obstacle,None,14,1,inf,inf,inf,inf,inf
310,Travel,None,14,2,1,1,inf,1,1
311,Eject,10013,14,3,inf,1,1,1,1
312,Obstacle,None,14,4,inf,inf,inf,inf,inf
313,Obstacle,None,14,5,inf,inf,inf,inf,inf
314,Eject,10013,14,6,1,1,inf,1,1
315,Eject,10014,14,7,inf,1,1,1,1
316,Obstacle,None,14,8,inf,inf,inf,inf,inf
317,Obstacle,None,14,9,inf,inf,inf,inf,inf
318,Eject,10014,14,10,1,1,inf,1,1
319,Eject,10015,14,11,inf,1,1,1,1
320,Obstacle,None,14,12,inf,inf,inf,inf,inf
321,Obstacle,None,14,13,inf,inf,inf,inf,inf
322,Eject,10015,14,14,1,1,inf,1,1
323,Eject,10016,14,15,inf,1,1,1,1
324,Obstacle,None,14,16,inf,inf,inf,inf,inf
325,Obstacle,None,14,17,inf,inf,inf,inf,inf
326,Eject,10016,14,18,1,1,inf,1,1
327,Travel,None,14,19,inf,1,1,1,1
328,Obstacle,None,14,20,inf,inf,inf,inf,inf
329,Obstacle,None,14,21,inf,inf,inf,inf,inf
330,Obstacle,None,15,0,inf,inf,inf,inf,inf
331,Obstacle,None,15,1,inf,inf,inf,inf,inf
332,Travel,None,15,2,1,1,inf,1,1
333,Eject,10013,15,3,inf,1,1,1,1
334,Obstacle,None,15,4,inf,inf,inf,inf,inf
335,Obstacle,None,15,5,inf,inf,inf,inf,inf
336,Eject,10013,15,6,1,1,inf,1,1
337,Eject,10014,15,7,inf,1,1,1,1
338,Obstacle,None,15,8,inf,inf,inf,inf,inf
339,Obstacle,None,15,9,inf,inf,inf,inf,inf
340,Eject,10014,15,10,1,1,inf,1,1
341,Eject,10015,15,11,inf,1,1,1,1
342,Obstacle,None,15,12,inf,inf,inf,inf,inf
343,Obstacle,None,15,13,inf,inf,inf,inf,inf
344,Eject,10015,15,14,1,1,inf,1,1
345,Eject,10016,15,15,inf,1,1,1,1
346,Obstacle,None,15,16,inf,inf,inf,inf,inf
347,Obstacle,None,15,17,inf,inf,inf,inf,inf
348,Eject,10016,15,18,1,1,inf,1,1
349,Travel,None,15,19,inf,1,1,1,1
350,Obstacle,None,15,20,inf,inf,inf,inf,inf
351,Obstacle,None,15,21,inf,inf,inf,inf,inf
352,Induct,1017,16,0,1,inf,inf,1,1
353,Travel,None,16,1,1,inf,1,1,1
354,Travel,None,16,2,1,1,1,1,1
355,Travel,None,16,3,1,1,1,1,1
356,Eject,10013,16,4,1,inf,1,1,1
357,Eject,10013,16,5,1,inf,1,1,1
358,Travel,None,16,6,1,1,1,1,1
359,Travel,None,16,7,1,1,1,1,1
360,Eject,10014,16,8,1,inf,1,1,1
361,Eject,10014,16,9,1,inf,1,1,1
362,Travel,None,16,10,1,1,1,1,1
363,Travel,None,16,11,1,1,1,1,1
364,Eject,10015,16,12,1,inf,1,1,1
365,Eject,10015,16,13,1,inf,1,1,1
366,Travel,None,16,14,1,1,1,1,1
367,Travel,None,16,15,1,1,1,1,1
368,Eject,10016,16,16,1,inf,1,1,1
369,Eject,10016,16,17,1,inf,1,1,1
370,Travel,None,16,18,1,1,1,1,1
371,Travel,None,16,19,1,1,1,1,1
372,Travel,None,16,20,1,inf,1,1,1
373,Induct,1018,16,21,inf,inf,1,1,1
374,Induct,1019,17,0,1,1,inf,inf,1
375,Travel,None,17,1,1,1,1,inf,1
376,Travel,None,17,2,1,1,1,1,1
377,Travel,None,17,3,1,1,1,1,1
378,Eject,10017,17,4,1,1,1,inf,1
379,Eject,10017,17,5,1,1,1,inf,1
380,Travel,None,17,6,1,1,1,1,1
381,Travel,None,17,7,1,1,1,1,1
382,Eject,10018,17,8,1,1,1,inf,1
383,Eject,10018,17,9,1,1,1,inf,1
384,Travel,None,17,10,1,1,1,1,1
385,Travel,None,17,11,1,1,1,1,1
386,Eject,10019,17,12,1,1,1,inf,1
387,Eject,10019,17,13,1,1,1,inf,1
388,Travel,None,17,14,1,1,1,1,1
389,Travel,None,17,15,1,1,1,1,1
390,Eject,10020,17,16,1,1,1,inf,1
391,Eject,10020,17,17,1,1,1,inf,1
392,Travel,None,17,18,1,1,1,1,1
393,Travel,None,17,19,1,1,1,1,1
394,Travel,None,17,20,1,1,1,inf,1
395,Induct,1020,17,21,inf,1,1,inf,1
396,Obstacle,None,18,0,inf,inf,inf,inf,inf
397,Obstacle,None,18,1,inf,inf,inf,inf,inf
398,Travel,None,18,2,1,1,inf,1,1
399,Eject,10017,18,3,inf,1,1,1,1
400,Obstacle,None,18,4,inf,inf,inf,inf,inf
401,Obstacle,None,18,5,inf,inf,inf,inf,inf
402,Eject,10017,18,6,1,1,inf,1,1
403,Eject,10018,18,7,inf,1,1,1,1
404,Obstacle,None,18,8,inf,inf,inf,inf,inf
405,Obstacle,None,18,9,inf,inf,inf,inf,inf
406,Eject,10018,18,10,1,1,inf,1,1
407,Eject,10019,18,11,inf,1,1,1,1
408,Obstacle,None,18,12,inf,inf,inf,inf,inf
409,Obstacle,None,18,13,inf,inf,inf,inf,inf
410,Eject,10019,18,14,1,1,inf,1,1
411,Eject,10020,18,15,inf,1,1,1,1
412,Obstacle,None,18,16,inf,inf,inf,inf,inf
413,Obstacle,None,18,17,inf,inf,inf,inf,inf
414,Eject,10020,18,18,1,1,inf,1,1
415,Travel,None,18,19,inf,1,1,1,1
416,Obstacle,None,18,20,inf,inf,inf,inf,inf
417,Obstacle,None,18,21,inf,inf,inf,inf,inf
418,Obstacle,None,19,0,inf,inf,inf,inf,inf
419,Obstacle,None,19,1,inf,inf,inf,inf,inf
420,Travel,None,19,2,1,1,inf,1,1
421,Eject,10017,19,3,inf,1,1,1,1
422,Obstacle,None,19,4,inf,inf,inf,inf,inf
423,Obstacle,None,19,5,inf,inf,inf,inf,inf
424,Eject,10017,19,6,1,1,inf,1,1
425,Eject,10018,19,7,inf,1,1,1,1
426,Obstacle,None,19,8,inf,inf,inf,inf,inf
427,Obstacle,None,19,9,inf,inf,inf,inf,inf
428,Eject,10018,19,10,1,1,inf,1,1
429,Eject,10019,19,11,inf,1,1,1,1
430,Obstacle,None,19,12,inf,inf,inf,inf,inf
431,Obstacle,None,19,13,inf,inf,inf,inf,inf
432,Eject,10019,19,14,1,1,inf,1,1
433,Eject,10020,19,15,inf,1,1,1,1
434,Obstacle,None,19,16,inf,inf,inf,inf,inf
435,Obstacle,None,19,17,inf,inf,inf,inf,inf
436,Eject,10020,19,18,1,1,inf,1,1
437,Travel,None,19,19,inf,1,1,1,1
438,Obstacle,None,19,20,inf,inf,inf,inf,inf
439,Obstacle,None,19,21,inf,inf,inf,inf,inf
440,Induct,1021,20,0,1,inf,inf,1,1
441,Travel,None,20,1,1,inf,1,1,1
442,Travel,None,20,2,1,1,1,1,1
443,Travel,None,20,3,1,1,1,1,1
444,Eject,10017,20,4,1,inf,1,1,1
445,Eject,10017,20,5,1,inf,1,1,1
446,Travel,None,20,6,1,1,1,1,1
447,Travel,None,20,7,1,1,1,1,1
448,Eject,10018,20,8,1,inf,1,1,1
449,Eject,10018,20,9,1,inf,1,1,1
450,Travel,None,20,10,1,1,1,1,1
451,Travel,None,20,11,1,1,1,1,1
452,Eject,10019,20,12,1,inf,1,1,1
453,Eject,10019,20,13,1,inf,1,1,1
454,Travel,None,20,14,1,1,1,1,1
455,Travel,None,20,15,1,1,1,1,1
456,Eject,10020,20,16,1,inf,1,1,1
457,Eject,10020,20,17,1,inf,1,1,1
458,Travel,None,20,18,1,1,1,1,1
459,Travel,None,20,19,1,1,1,1,1
460,Travel,None,20,20,1,inf,1,1,1
461,Induct,1022,20,21,inf,inf,1,1,1
462,Induct,1023,21,0,1,1,inf,inf,1
463,Travel,None,21,1,1,1,1,inf,1
464,Travel,None,21,2,1,1,1,inf,1
465,Travel,None,21,3,1,1,1,inf,1
466,Travel,None,21,4,1,1,1,inf,1
467,Travel,None,21,5,1,1,1,inf,1
468,Travel,None,21,6,1,1,1,inf,1
469,Travel,None,21,7,1,1,1,inf,1
470,Travel,None,21,8,1,1,1,inf,1
471,Travel,None,21,9,1,1,1,inf,1
472,Travel,None,21,10,1,1,1,inf,1
473,Travel,None,21,11,1,1,1,inf,1
474,Travel,None,21,12,1,1,1,inf,1
475,Travel,None,21,13,1,1,1,inf,1
476,Travel,None,21,14,1,1,1,inf,1
477,Travel,None,21,15,1,1,1,inf,1
478,Travel,None,21,16,1,1,1,inf,1
479,Travel,None,21,17,1,1,1,inf,1
480,Travel,None,21,18,1,1,1,inf,1
481,Travel,None,21,19,1,1,1,inf,1
482,Travel,None,21,20,1,1,1,inf,1
483,Induct,1024,21,21,inf,1,1,inf,1
