Grid size (x, y)
34,26
id,type,station,x,y,weight_to_NORTH,weight_to_WEST,weight_to_SOUTH,weight_to_EAST,weight_for_WAIT
224,Eject,10009,8,16,1,inf,1,1,1
225,Eject,10009,8,17,1,inf,1,1,1
226,Travel,None,8,18,1,1,1,1,1
227,Travel,None,8,19,1,1,1,1,1
228,Eject,10010,8,20,1,inf,1,1,1
229,Eject,10010,8,21,1,inf,1,1,1
230,Travel,None,8,22,1,1,1,1,1
231,Travel,None,8,23,1,1,1,1,1
232,Travel,None,8,24,1,inf,1,1,1
233,Induct,1010,8,25,inf,inf,1,1,1
234,Induct,1011,9,0,1,1,inf,inf,1
235,Travel,None,9,1,1,1,1,inf,1
236,Travel,None,9,2,1,1,1,1,1
237,Travel,None,9,3,1,1,1,1,1
238,Eject,10011,9,4,1,1,1,inf,1
239,Eject,10011,9,5,1,1,1,inf,1
240,Travel,None,9,6,1,1,1,1,1
241,Travel,None,9,7,1,1,1,1,1
242,Eject,10012,9,8,1,1,1,inf,1
243,Eject,10012,9,9,1,1,1,inf,1
244,Travel,None,9,10,1,1,1,1,1
245,Travel,None,9,11,1,1,1,1,1
246,Eject,10013,9,12,1,1,1,inf,1
247,Eject,10013,9,13,1,1,1,inf,1
248,Travel,None,9,14,1,1,1,1,1
249,Travel,None,9,15,1,1,1,1,1
250,Eject,10014,9,16,1,1,1,inf,1
251,Eject,10014,9,17,1,1,1,inf,1
252,Travel,None,9,18,1,1,1,1,1
253,Travel,None,9,19,1,1,1,1,1
254,Eject,10015,9,20,1,1,1,inf,1
255,Eject,10015,9,21,1,1,1,inf,1
256,Travel,None,9,22,1,1,1,1,1
257,Travel,None,9,23,1,1,1,1,1
258,Travel,None,9,24,1,1,1,inf,1
259,Induct,1012,9,25,inf,1,1,inf,1
260,Obstacle,None,10,0,inf,inf,inf,inf,inf
261,Obstacle,None,10,1,inf,inf,inf,inf,inf
262,Travel,None,10,2,1,1,inf,1,1
263,Eject,10011,10,3,inf,1,1,1,1
264,Obstacle,None,10,4,inf,inf,inf,inf,inf
265,Obstacle,None,10,5,inf,inf,inf,inf,inf
266,Eject,10011,10,6,1,1,inf,1,1
267,Eject,10012,10,7,inf,1,1,1,1
268,Obstacle,None,10,8,inf,inf,inf,inf,inf
269,Obstacle,None,10,9,inf,inf,inf,inf,inf
270,Eject,10012,10,10,1,1,inf,1,1
271,Eject,10013,10,11,inf,1,1,1,1
272,Obstacle,None,10,12,inf,inf,inf,inf,inf
273,Obstacle,None,10,13,inf,inf,inf,inf,inf
274,Eject,10013,10,14,1,1,inf,1,1
275,Eject,10014,10,15,inf,1,1,1,1
276,Obstacle,None,10,16,inf,inf,inf,inf,inf
277,Obstacle,None,10,17,inf,inf,inf,inf,inf
278,Eject,10014,10,18,1,1,inf,1,1
279,Eject,10015,10,19,inf,1,1,1,1
280,Obstacle,None,10,20,inf,inf,inf,inf,inf
281,Obstacle,None,10,21,inf,inf,inf,inf,inf
282,Eject,10015,10,22,1,1,inf,1,1
283,Travel,None,10,23,inf,1,1,1,1
284,Obstacle,None,10,24,inf,inf,inf,inf,inf
285,Obstacle,None,10,25,inf,inf,inf,inf,inf
286,Obstacle,None,11,0,inf,inf,inf,inf,inf
287,Obstacle,None,11,1,inf,inf,inf,inf,inf
288,Travel,None,11,2,1,1,inf,1,1
289,Eject,10011,11,3,inf,1,1,1,1
290,Obstacle,None,11,4,inf,inf,inf,inf,inf
291,Obstacle,None,11,5,inf,inf,inf,inf,inf
292,Eject,10011,11,6,1,1,inf,1,1
293,Eject,10012,11,7,inf,1,1,1,1
294,Obstacle,None,11,8,inf,inf,inf,inf,inf
295,Obstacle,None,11,9,inf,inf,inf,inf,inf
296,Eject,10012,11,10,1,1,inf,1,1
297,Eject,10013,11,11,inf,1,1,1,1
298,Obstacle,None,11,12,inf,inf,inf,inf,inf
299,Obstacle,None,11,13,inf,inf,inf,inf,inf
300,Eject,10013,11,14,1,1,inf,1,1
301,Eject,10014,11,15,inf,1,1,1,1
302,Obstacle,None,11,16,inf,inf,inf,inf,inf
303,Obstacle,None,11,17,inf,inf,inf,inf,inf
304,Eject,10014,11,18,1,1,inf,1,1
305,Eject,10015,11,19,inf,1,1,1,1
306,Obstacle,None,11,20,inf,inf,inf,inf,inf
307,Obstacle,None,11,21,inf,inf,inf,inf,inf
308,Eject,10015,11,22,1,1,inf,1,1
309,Travel,None,11,23,inf,1,1,1,1
310,Obstacle,None,11,24,inf,inf,inf,inf,inf
311,Obstacle,None,11,25,inf,inf,inf,inf,inf
312,Induct,1013,12,0,1,inf,inf,1,1
313,Travel,None,12,1,1,inf,1,1,1
314,Travel,None,12,2,1,1,1,1,1
315,Travel,None,12,3,1,1,1,1,1
316,Eject,10011,12,4,1,inf,1,1,1
317,Eject,10011,12,5,1,inf,1,1,1
318,Travel,None,12,6,1,1,1,1,1
319,Travel,None,12,7,1,1,1,1,1
320,Eject,10012,12,8,1,inf,1,1,1
321,Eject,10012,12,9,1,inf,1,1,1
322,Travel,None,12,10,1,1,1,1,1
323,Travel,None,12,11,1,1,1,1,1
324,Eject,10013,12,12,1,inf,1,1,1
325,Eject,10013,12,13,1,inf,1,1,1
326,Travel,None,12,14,1,1,1,1,1
327,Travel,None,12,15,1,1,1,1,1
328,Eject,10014,12,16,1,inf,1,1,1
329,Eject,10014,12,17,1,inf,1,1,1
330,Travel,None,12,18,1,1,1,1,1
331,Travel,None,12,19,1,1,1,1,1
332,Eject,10015,12,20,1,inf,1,1,1
333,Eject,10015,12,21,1,inf,1,1,1
334,Travel,None,12,22,1,1,1,1,1
335,Travel,None,12,23,1,1,1,1,1
336,Travel,None,12,24,1,inf,1,1,1
337,Induct,1014,12,25,inf,inf,1,1,1
338,Induct,1015,13,0,1,1,inf,inf,1
339,Travel,None,13,1,1,1,1,inf,1
340,Travel,None,13,2,1,1,1,1,1
341,Travel,None,13,3,1,1,1,1,1
342,Eject,10016,13,4,1,1,1,inf,1
343,Eject,10016,13,5,1,1,1,inf,1
344,Travel,None,13,6,1,1,1,1,1
345,Travel,None,13,7,1,1,1,1,1
346,Eject,10017,13,8,1,1,1,inf,1
347,Eject,10017,13,9,1,1,1,inf,1
348,Travel,None,13,10,1,1,1,1,1
349,Travel,None,13,11,1,1,1,1,1
350,Eject,10018,13,12,1,1,1,inf,1
351,Eject,10018,13,13,1,1,1,inf,1
352,Travel,None,13,14,1,1,1,1,1
353,Travel,None,13,15,1,1,1,1,1
354,Eject,10019,13,16,1,1,1,inf,1
355,Eject,10019,13,17,1,1,1,inf,1
356,Travel,None,13,18,1,1,1,1,1
357,Travel,None,13,19,1,1,1,1,1
358,Eject,10020,13,20,1,1,1,inf,1
359,Eject,10020,13,21,1,1,1,inf,1
360,Travel,None,13,22,1,1,1,1,1
361,Travel,None,13,23,1,1,1,1,1
362,Travel,None,13,24,1,1,1,inf,1
363,Induct,1016,13,25,inf,1,1,inf,1
364,Obstacle,None,14,0,inf,inf,inf,inf,inf
365,Obstacle,None,14,1,inf,inf,inf,inf,inf
366,Travel,None,14,2,1,1,inf,1,1
367,Eject,10016,14,3,inf,1,1,1,1
368,Obstacle,None,14,4,inf,inf,inf,inf,inf
369,Obstacle,None,14,5,inf,inf,inf,inf,inf
370,Eject,10016,14,6,1,1,inf,1,1
371,Eject,10017,14,7,inf,1,1,1,1
372,Obstacle,None,14,8,inf,inf,inf,inf,inf
373,Obstacle,None,14,9,inf,inf,inf,inf,inf
374,Eject,10017,14,10,1,1,inf,1,1
375,Eject,10018,14,11,inf,1,1,1,1
376,Obstacle,None,14,12,inf,inf,inf,inf,inf
377,Obstacle,None,14,13,inf,inf,inf,inf,inf
378,Eject,10018,14,14,1,1,inf,1,1
379,Eject,10019,14,15,inf,1,1,1,1
380,Obstacle,None,14,16,inf,inf,inf,inf,inf
381,Obstacle,None,14,17,inf,inf,inf,inf,inf
382,Eject,10019,14,18,1,1,inf,1,1
383,Eject,10020,14,19,inf,1,1,1,1
384,Obstacle,None,14,20,inf,inf,inf,inf,inf
385,Obstacle,None,14,21,inf,inf,inf,inf,inf
386,Eject,10020,14,22,1,1,inf,1,1
387,Travel,None,14,23,inf,1,1,1,1
388,Obstacle,None,14,24,inf,inf,inf,inf,inf
389,Obstacle,None,14,25,inf,inf,inf,inf,inf
390,Obstacle,None,15,0,inf,inf,inf,inf,inf
391,Obstacle,None,15,1,inf,inf,inf,inf,inf
392,Travel,None,15,2,1,1,inf,1,1
393,Eject,10016,15,3,inf,1,1,1,1
394,Obstacle,None,15,4,inf,inf,inf,inf,inf
395,Obstacle,None,15,5,inf,inf,inf,inf,inf
396,Eject,10016,15,6,1,1,inf,1,1
397,Eject,10017,15,7,inf,1,1,1,1
398,Obstacle,None,15,8,inf,inf,inf,inf,inf
399,Obstacle,None,15,9,inf,inf,inf,inf,inf
400,Eject,10017,15,10,1,1,inf,1,1
401,Eject,10018,15,11,inf,1,1,1,1
402,Obstacle,None,15,12,inf,inf,inf,inf,inf
403,Obstacle,None,15,13,inf,inf,inf,inf,inf
404,Eject,10018,15,14,1,1,inf,1,1
405,Eject,10019,15,15,inf,1,1,1,1
406,Obstacle,None,15,16,inf,inf,inf,inf,inf
407,Obstacle,None,15,17,inf,inf,inf,inf,inf
408,Eject,10019,15,18,1,1,inf,1,1
409,Eject,10020,15,19,inf,1,1,1,1
410,Obstacle,None,15,20,inf,inf,inf,inf,inf
411,Obstacle,None,15,21,inf,inf,inf,inf,inf
412,Eject,10020,15,22,1,1,inf,1,1
413,Travel,None,15,23,inf,1,1,1,1
414,Obstacle,None,15,24,inf,inf,inf,inf,inf
415,Obstacle,None,15,25,inf,inf,inf,inf,inf
416,Induct,1017,16,0,1,inf,inf,1,1
417,Travel,None,16,1,1,inf,1,1,1
418,Travel,None,16,2,1,1,1,1,1
419,Travel,None,16,3,1,1,1,1,1
420,Eject,10016,16,4,1,inf,1,1,1
421,Eject,10016,16,5,1,inf,1,1,1
422,Travel,None,16,6,1,1,1,1,1
423,Travel,None,16,7,1,1,1,1,1
424,Eject,10017,16,8,1,inf,1,1,1
425,Eject,10017,16,9,1,inf,1,1,1
426,Travel,None,16,10,1,1,1,1,1
427,Travel,None,16,11,1,1,1,1,1
428,Eject,10018,16,12,1,inf,1,1,1
429,Eject,10018,16,13,1,inf,1,1,1
430,Travel,None,16,14,1,1,1,1,1
431,Travel,None,16,15,1,1,1,1,1
432,Eject,10019,16,16,1,inf,1,1,1
433,Eject,10019,16,17,1,inf,1,1,1
434,Travel,None,16,18,1,1,1,1,1
435,Travel,None,16,19,1,1,1,1,1
436,Eject,10020,16,20,1,inf,1,1,1
437,Eject,10020,16,21,1,inf,1,1,1
438,Travel,None,16,22,1,1,1,1,1
439,Travel,None,16,23,1,1,1,1,1
440,Travel,None,16,24,1,inf,1,1,1
441,Induct,1018,16,25,inf,inf,1,1,1
442,Induct,1019,17,0,1,1,inf,inf,1
443,Travel,None,17,1,1,1,1,inf,1
444,Travel,None,17,2,1,1,1,1,1
445,Travel,None,17,3,1,1,1,1,1
446,Eject,10021,17,4,1,1,1,inf,1
447,Eject,10021,17,5,1,1,1,inf,1
448,Travel,None,17,6,1,1,1,1,1
449,Travel,None,17,7,1,1,1,1,1
450,Eject,10022,17,8,1,1,1,inf,1
451,Eject,10022,17,9,1,1,1,inf,1
452,Travel,None,17,10,1,1,1,1,1
453,Travel,None,17,11,1,1,1,1,1
454,Eject,10023,17,12,1,1,1,inf,1
455,Eject,10023,17,13,1,1,1,inf,1
456,Travel,None,17,14,1,1,1,1,1
457,Travel,None,17,15,1,1,1,1,1
458,Eject,10024,17,16,1,1,1,inf,1
459,Eject,10024,17,17,1,1,1,inf,1
460,Travel,None,17,18,1,1,1,1,1
461,Travel,None,17,19,1,1,1,1,1
462,Eject,10025,17,20,1,1,1,inf,1
463,Eject,10025,17,21,1,1,1,inf,1
464,Travel,None,17,22,1,1,1,1,1
465,Travel,None,17,23,1,1,1,1,1
466,Travel,None,17,24,1,1,1,inf,1
467,Induct,1020,17,25,inf,1,1,inf,1
468,Obstacle,None,18,0,inf,inf,inf,inf,inf
469,Obstacle,None,18,1,inf,inf,inf,inf,inf
470,Travel,None,18,2,1,1,inf,1,1
471,Eject,10021,18,3,inf,1,1,1,1
472,Obstacle,None,18,4,inf,inf,inf,inf,inf
473,Obstacle,None,18,5,inf,inf,inf,inf,inf
474,Eject,10021,18,6,1,1,inf,1,1
475,Eject,10022,18,7,inf,1,1,1,1
476,Obstacle,None,18,8,inf,inf,inf,inf,inf
477,Obstacle,None,18,9,inf,inf,inf,inf,inf
478,Eject,10022,18,10,1,1,inf,1,1
479,Eject,10023,18,11,inf,1,1,1,1
480,Obstacle,None,18,12,inf,inf,inf,inf,inf
481,Obstacle,None,18,13,inf,inf,inf,inf,inf
482,Eject,10023,18,14,1,1,inf,1,1
483,Eject,10024,18,15,inf,1,1,1,1
484,Obstacle,None,18,16,inf,inf,inf,inf,inf
485,Obstacle,None,18,17,inf,inf,inf,inf,inf
486,Eject,10024,18,18,1,1,inf,1,1
487,Eject,10025,18,19,inf,1,1,1,1
488,Obstacle,None,18,20,inf,inf,inf,inf,inf
489,Obstacle,None,18,21,inf,inf,inf,inf,inf
490,Eject,10025,18,22,1,1,inf,1,1
491,Travel,None,18,23,inf,1,1,1,1
492,Obstacle,None,18,24,inf,inf,inf,inf,inf
493,Obstacle,None,18,25,inf,inf,inf,inf,inf
494,Obstacle,None,19,0,inf,inf,inf,inf,inf
495,Obstacle,None,19,1,inf,inf,inf,inf,inf
496,Travel,None,19,2,1,1,inf,1,1
497,Eject,10021,19,3,inf,1,1,1,1
498,Obstacle,None,19,4,inf,inf,inf,inf,inf
499,Obstacle,None,19,5,inf,inf,inf,inf,inf
500,Eject,10021,19,6,1,1,inf,1,1
501,Eject,10022,19,7,inf,1,1,1,1
502,Obstacle,None,19,8,inf,inf,inf,inf,inf
503,Obstacle,None,19,9,inf,inf,inf,inf,inf
504,Eject,10022,19,10,1,1,inf,1,1
505,Eject,10023,19,11,inf,1,1,1,1
506,Obstacle,None,19,12,inf,inf,inf,inf,inf
507,Obstacle,None,19,13,inf,inf,inf,inf,inf
508,Eject,10023,19,14,1,1,inf,1,1
509,Eject,10024,19,15,inf,1,1,1,1
510,Obstacle,None,19,16,inf,inf,inf,inf,inf
511,Obstacle,None,19,17,inf,inf,inf,inf,inf
512,Eject,10024,19,18,1,1,inf,1,1
513,Eject,10025,19,19,inf,1,1,1,1
514,Obstacle,None,19,20,inf,inf,inf,inf,inf
515,Obstacle,None,19,21,inf,inf,inf,inf,inf
516,Eject,10025,19,22,1,1,inf,1,1
517,Travel,None,19,23,inf,1,1,1,1
518,Obstacle,None,19,24,inf,inf,inf,inf,inf
519,Obstacle,None,19,25,inf,inf,inf,inf,inf
520,Induct,1021,20,0,1,inf,inf,1,1
521,Travel,None,20,1,1,inf,1,1,1
522,Travel,None,20,2,1,1,1,1,1
523,Travel,None,20,3,1,1,1,1,1
524,Eject,10021,20,4,1,inf,1,1,1
525,Eject,10021,20,5,1,inf,1,1,1
526,Travel,None,20,6,1,1,1,1,1
527,Travel,None,20,7,1,1,1,1,1
528,Eject,10022,20,8,1,inf,1,1,1
529,Eject,10022,20,9,1,inf,1,1,1
530,Travel,None,20,10,1,1,1,1,1
531,Travel,None,20,11,1,1,1,1,1
532,Eject,10023,20,12,1,inf,1,1,1
533,Eject,10023,20,13,1,inf,1,1,1
534,Travel,None,20,14,1,1,1,1,1
535,Travel,None,20,15,1,1,1,1,1
536,Eject,10024,20,16,1,inf,1,1,1
537,Eject,10024,20,17,1,inf,1,1,1
538,Travel,None,20,18,1,1,1,1,1
539,Travel,None,20,19,1,1,1,1,1
540,Eject,10025,20,20,1,inf,1,1,1
541,Eject,10025,20,21,1,inf,1,1,1
542,Travel,None,20,22,1,1,1,1,1
543,Travel,None,20,23,1,1,1,1,1
544,Travel,None,20,24,1,inf,1,1,1
545,Induct,1022,20,25,inf,inf,1,1,1
546,Induct,1023,21,0,1,1,inf,inf,1
547,Travel,None,21,1,1,1,1,inf,1
548,Travel,None,21,2,1,1,1,1,1
549,Travel,None,21,3,1,1,1,1,1
550,Eject,10026,21,4,1,1,1,inf,1
551,Eject,10026,21,5,1,1,1,inf,1
552,Travel,None,21,6,1,1,1,1,1
553,Travel,None,21,7,1,1,1,1,1
554,Eject,10027,21,8,1,1,1,inf,1
555,Eject,10027,21,9,1,1,1,inf,1
556,Travel,None,21,10,1,1,1,1,1
557,Travel,None,21,11,1,1,1,1,1
558,Eject,10028,21,12,1,1,1,inf,1
559,Eject,10028,21,13,1,1,1,inf,1
