Grid size (x, y)
70,38
id,type,station,x,y,weight_to_NORTH,weight_to_WEST,weight_to_SOUTH,weight_to_EAST,weight_for_WAIT
228,Obstacle,None,6,0,inf,inf,inf,inf,inf
229,Obstacle,None,6,1,inf,inf,inf,inf,inf
230,Travel,None,6,2,1,1,inf,1,1
231,Eject,10009,6,3,inf,1,1,1,1
232,Obstacle,None,6,4,inf,inf,inf,inf,inf
233,Obstacle,None,6,5,inf,inf,inf,inf,inf
234,Eject,10009,6,6,1,1,inf,1,1
235,Eject,10010,6,7,inf,1,1,1,1
236,Obstacle,None,6,8,inf,inf,inf,inf,inf
237,Obstacle,None,6,9,inf,inf,inf,inf,inf
238,Eject,10010,6,10,1,1,inf,1,1
239,Eject,10011,6,11,inf,1,1,1,1
240,Obstacle,None,6,12,inf,inf,inf,inf,inf
241,Obstacle,None,6,13,inf,inf,inf,inf,inf
242,Eject,10011,6,14,1,1,inf,1,1
243,Eject,10012,6,15,inf,1,1,1,1
244,Obstacle,None,6,16,inf,inf,inf,inf,inf
245,Obstacle,None,6,17,inf,inf,inf,inf,inf
246,Eject,10012,6,18,1,1,inf,1,1
247,Eject,10013,6,19,inf,1,1,1,1
248,Obstacle,None,6,20,inf,inf,inf,inf,inf
249,Obstacle,None,6,21,inf,inf,inf,inf,inf
250,Eject,10013,6,22,1,1,inf,1,1
251,Eject,10014,6,23,inf,1,1,1,1
252,Obstacle,None,6,24,inf,inf,inf,inf,inf
253,Obstacle,None,6,25,inf,inf,inf,inf,inf
254,Eject,10014,6,26,1,1,inf,1,1
255,Eject,10015,6,27,inf,1,1,1,1
256,Obstacle,None,6,28,inf,inf,inf,inf,inf
257,Obstacle,None,6,29,inf,inf,inf,inf,inf
258,Eject,10015,6,30,1,1,inf,1,1
259,Eject,10016,6,31,inf,1,1,1,1
260,Obstacle,None,6,32,inf,inf,inf,inf,inf
261,Obstacle,None,6,33,inf,inf,inf,inf,inf
262,Eject,10016,6,34,1,1,inf,1,1
263,Travel,None,6,35,inf,1,1,1,1
264,Obstacle,None,6,36,inf,inf,inf,inf,inf
265,Obstacle,None,6,37,inf,inf,inf,inf,inf
266,Obstacle,None,7,0,inf,inf,inf,inf,inf
267,Obstacle,None,7,1,inf,inf,inf,inf,inf
268,Travel,None,7,2,1,1,inf,1,1
269,Eject,10009,7,3,inf,1,1,1,1
270,Obstacle,None,7,4,inf,inf,inf,inf,inf
271,Obstacle,None,7,5,inf,inf,inf,inf,inf
272,Eject,10009,7,6,1,1,inf,1,1
273,Eject,10010,7,7,inf,1,1,1,1
274,Obstacle,None,7,8,inf,inf,inf,inf,inf
275,Obstacle,None,7,9,inf,inf,inf,inf,inf
276,Eject,10010,7,10,1,1,inf,1,1
277,Eject,10011,7,11,inf,1,1,1,1
278,Obstacle,None,7,12,inf,inf,inf,inf,inf
279,Obstacle,None,7,13,inf,inf,inf,inf,inf
280,Eject,10011,7,14,1,1,inf,1,1
281,Eject,10012,7,15,inf,1,1,1,1
282,Obstacle,None,7,16,inf,inf,inf,inf,inf
283,Obstacle,None,7,17,inf,inf,inf,inf,inf
284,Eject,10012,7,18,1,1,inf,1,1
285,Eject,10013,7,19,inf,1,1,1,1
286,Obstacle,None,7,20,inf,inf,inf,inf,inf
287,Obstacle,None,7,21,inf,inf,inf,inf,inf
288,Eject,10013,7,22,1,1,inf,1,1
289,Eject,10014,7,23,inf,1,1,1,1
290,Obstacle,None,7,24,inf,inf,inf,inf,inf
291,Obstacle,None,7,25,inf,inf,inf,inf,inf
292,Eject,10014,7,26,1,1,inf,1,1
293,Eject,10015,7,27,inf,1,1,1,1
294,Obstacle,None,7,28,inf,inf,inf,inf,inf
295,Obstacle,None,7,29,inf,inf,inf,inf,inf
296,Eject,10015,7,30,1,1,inf,1,1
297,Eject,10016,7,31,inf,1,1,1,1
298,Obstacle,None,7,32,inf,inf,inf,inf,inf
299,Obstacle,None,7,33,inf,inf,inf,inf,inf
300,Eject,10016,7,34,1,1,inf,1,1
301,Travel,None,7,35,inf,1,1,1,1
302,Obstacle,None,7,36,inf,inf,inf,inf,inf
303,Obstacle,None,7,37,inf,inf,inf,inf,inf
304,Induct,1009,8,0,1,inf,inf,1,1
305,Travel,None,8,1,1,inf,1,1,1
306,Travel,None,8,2,1,1,1,1,1
307,Travel,None,8,3,1,1,1,1,1
308,Eject,10009,8,4,1,inf,1,1,1
309,Eject,10009,8,5,1,inf,1,1,1
310,Travel,None,8,6,1,1,1,1,1
311,Travel,None,8,7,1,1,1,1,1
312,Eject,10010,8,8,1,inf,1,1,1
313,Eject,10010,8,9,1,inf,1,1,1
314,Travel,None,8,10,1,1,1,1,1
315,Travel,None,8,11,1,1,1,1,1
316,Eject,10011,8,12,1,inf,1,1,1
317,Eject,10011,8,13,1,inf,1,1,1
318,Travel,None,8,14,1,1,1,1,1
319,Travel,None,8,15,1,1,1,1,1
320,Eject,10012,8,16,1,inf,1,1,1
321,Eject,10012,8,17,1,inf,1,1,1
322,Travel,None,8,18,1,1,1,1,1
323,Travel,None,8,19,1,1,1,1,1
324,Eject,10013,8,20,1,inf,1,1,1
325,Eject,10013,8,21,1,inf,1,1,1
326,Travel,None,8,22,1,1,1,1,1
327,Travel,None,8,23,1,1,1,1,1
328,Eject,10014,8,24,1,inf,1,1,1
329,Eject,10014,8,25,1,inf,1,1,1
330,Travel,None,8,26,1,1,1,1,1
331,Travel,None,8,27,1,1,1,1,1
332,Eject,10015,8,28,1,inf,1,1,1
333,Eject,10015,8,29,1,inf,1,1,1
334,Travel,None,8,30,1,1,1,1,1
335,Travel,None,8,31,1,1,1,1,1
336,Eject,10016,8,32,1,inf,1,1,1
337,Eject,10016,8,33,1,inf,1,1,1
338,Travel,None,8,34,1,1,1,1,1
339,Travel,None,8,35,1,1,1,1,1
340,Travel,None,8,36,1,inf,1,1,1
341,Induct,1010,8,37,inf,inf,1,1,1
342,Induct,1011,9,0,1,1,inf,inf,1
343,Travel,None,9,1,1,1,1,inf,1
344,Travel,None,9,2,1,1,1,1,1
345,Travel,None,9,3,1,1,1,1,1
346,Eject,10017,9,4,1,1,1,inf,1
347,Eject,10017,9,5,1,1,1,inf,1
348,Travel,None,9,6,1,1,1,1,1
349,Travel,None,9,7,1,1,1,1,1
350,Eject,10018,9,8,1,1,1,inf,1
351,Eject,10018,9,9,1,1,1,inf,1
352,Travel,None,9,10,1,1,1,1,1
353,Travel,None,9,11,1,1,1,1,1
354,Eject,10019,9,12,1,1,1,inf,1
355,Eject,10019,9,13,1,1,1,inf,1
356,Travel,None,9,14,1,1,1,1,1
357,Travel,None,9,15,1,1,1,1,1
358,Eject,10020,9,16,1,1,1,inf,1
359,Eject,10020,9,17,1,1,1,inf,1
360,Travel,None,9,18,1,1,1,1,1
361,Travel,None,9,19,1,1,1,1,1
362,Eject,10021,9,20,1,1,1,inf,1
363,Eject,10021,9,21,1,1,1,inf,1
364,Travel,None,9,22,1,1,1,1,1
365,Travel,None,9,23,1,1,1,1,1
366,Eject,10022,9,24,1,1,1,inf,1
367,Eject,10022,9,25,1,1,1,inf,1
368,Travel,None,9,26,1,1,1,1,1
369,Travel,None,9,27,1,1,1,1,1
370,Eject,10023,9,28,1,1,1,inf,1
371,Eject,10023,9,29,1,1,1,inf,1
372,Travel,None,9,30,1,1,1,1,1
373,Travel,None,9,31,1,1,1,1,1
374,Eject,10024,9,32,1,1,1,inf,1
375,Eject,10024,9,33,1,1,1,inf,1
376,Travel,None,9,34,1,1,1,1,1
377,Travel,None,9,35,1,1,1,1,1
378,Travel,None,9,36,1,1,1,inf,1
379,Induct,1012,9,37,inf,1,1,inf,1
380,Obstacle,None,10,0,inf,inf,inf,inf,inf
381,Obstacle,None,10,1,inf,inf,inf,inf,inf
382,Travel,None,10,2,1,1,inf,1,1
383,Eject,10017,10,3,inf,1,1,1,1
384,Obstacle,None,10,4,inf,inf,inf,inf,inf
385,Obstacle,None,10,5,inf,inf,inf,inf,inf
386,Eject,10017,10,6,1,1,inf,1,1
387,Eject,10018,10,7,inf,1,1,1,1
388,Obstacle,None,10,8,inf,inf,inf,inf,inf
389,Obstacle,None,10,9,inf,inf,inf,inf,inf
390,Eject,10018,10,10,1,1,inf,1,1
391,Eject,10019,10,11,inf,1,1,1,1
392,Obstacle,None,10,12,inf,inf,inf,inf,inf
393,Obstacle,None,10,13,inf,inf,inf,inf,inf
394,Eject,10019,10,14,1,1,inf,1,1
395,Eject,10020,10,15,inf,1,1,1,1
396,Obstacle,None,10,16,inf,inf,inf,inf,inf
397,Obstacle,None,10,17,inf,inf,inf,inf,inf
398,Eject,10020,10,18,1,1,inf,1,1
399,Eject,10021,10,19,inf,1,1,1,1
400,Obstacle,None,10,20,inf,inf,inf,inf,inf
401,Obstacle,None,10,21,inf,inf,inf,inf,inf
402,Eject,10021,10,22,1,1,inf,1,1
403,Eject,10022,10,23,inf,1,1,1,1
404,Obstacle,None,10,24,inf,inf,inf,inf,inf
405,Obstacle,None,10,25,inf,inf,inf,inf,inf
406,Eject,10022,10,26,1,1,inf,1,1
407,Eject,10023,10,27,inf,1,1,1,1
408,Obstacle,None,10,28,inf,inf,inf,inf,inf
409,Obstacle,None,10,29,inf,inf,inf,inf,inf
410,Eject,10023,10,30,1,1,inf,1,1
411,Eject,10024,10,31,inf,1,1,1,1
412,Obstacle,None,10,32,inf,inf,inf,inf,inf
413,Obstacle,None,10,33,inf,inf,inf,inf,inf
414,Eject,10024,10,34,1,1,inf,1,1
415,Travel,None,10,35,inf,1,1,1,1
416,Obstacle,None,10,36,inf,inf,inf,inf,inf
417,Obstacle,None,10,37,inf,inf,inf,inf,inf
418,Obstacle,None,11,0,inf,inf,inf,inf,inf
419,Obstacle,None,11,1,inf,inf,inf,inf,inf
420,Travel,None,11,2,1,1,inf,1,1
421,Eject,10017,11,3,inf,1,1,1,1
422,Obstacle,None,11,4,inf,inf,inf,inf,inf
423,Obstacle,None,11,5,inf,inf,inf,inf,inf
424,Eject,10017,11,6,1,1,inf,1,1
425,Eject,10018,11,7,inf,1,1,1,1
426,Obstacle,None,11,8,inf,inf,inf,inf,inf
427,Obstacle,None,11,9,inf,inf,inf,inf,inf
428,Eject,10018,11,10,1,1,inf,1,1
429,Eject,10019,11,11,inf,1,1,1,1
430,Obstacle,None,11,12,inf,inf,inf,inf,inf
431,Obstacle,None,11,13,inf,inf,inf,inf,inf
432,Eject,10019,11,14,1,1,inf,1,1
433,Eject,10020,11,15,inf,1,1,1,1
434,Obstacle,None,11,16,inf,inf,inf,inf,inf
435,Obstacle,None,11,17,inf,inf,inf,inf,inf
436,Eject,10020,11,18,1,1,inf,1,1
437,Eject,10021,11,19,inf,1,1,1,1
438,Obstacle,None,11,20,inf,inf,inf,inf,inf
439,Obstacle,None,11,21,inf,inf,inf,inf,inf
440,Eject,10021,11,22,1,1,inf,1,1
441,Eject,10022,11,23,inf,1,1,1,1
442,Obstacle,None,11,24,inf,inf,inf,inf,inf
443,Obstacle,None,11,25,inf,inf,inf,inf,inf
444,Eject,10022,11,26,1,1,inf,1,1
445,Eject,10023,11,27,inf,1,1,1,1
446,Obstacle,None,11,28,inf,inf,inf,inf,inf
447,Obstacle,None,11,29,inf,inf,inf,inf,inf
448,Eject,10023,11,30,1,1,inf,1,1
449,Eject,10024,11,31,inf,1,1,1,1
450,Obstacle,None,11,32,inf,inf,inf,inf,inf
451,Obstacle,None,11,33,inf,inf,inf,inf,inf
452,Eject,10024,11,34,1,1,inf,1,1
453,Travel,None,11,35,inf,1,1,1,1
454,Obstacle,None,11,36,inf,inf,inf,inf,inf
455,Obstacle,None,11,37,inf,inf,inf,inf,inf
456,Induct,1013,12,0,1,inf,inf,1,1
457,Travel,None,12,1,1,inf,1,1,1
458,Travel,None,12,2,1,1,1,1,1
459,Travel,None,12,3,1,1,1,1,1
460,Eject,10017,12,4,1,inf,1,1,1
461,Eject,10017,12,5,1,inf,1,1,1
462,Travel,None,12,6,1,1,1,1,1
463,Travel,None,12,7,1,1,1,1,1
464,Eject,10018,12,8,1,inf,1,1,1
465,Eject,10018,12,9,1,inf,1,1,1
466,Travel,None,12,10,1,1,1,1,1
467,Travel,None,12,11,1,1,1,1,1
468,Eject,10019,12,12,1,inf,1,1,1
469,Eject,10019,12,13,1,inf,1,1,1
470,Travel,None,12,14,1,1,1,1,1
471,Travel,None,12,15,1,1,1,1,1
472,Eject,10020,12,16,1,inf,1,1,1
473,Eject,10020,12,17,1,inf,1,1,1
474,Travel,None,12,18,1,1,1,1,1
475,Travel,None,12,19,1,1,1,1,1
476,Eject,10021,12,20,1,inf,1,1,1
477,Eject,10021,12,21,1,inf,1,1,1
478,Travel,None,12,22,1,1,1,1,1
479,Travel,None,12,23,1,1,1,1,1
480,Eject,10022,12,24,1,inf,1,1,1
481,Eject,10022,12,25,1,inf,1,1,1
482,Travel,None,12,26,1,1,1,1,1
483,Travel,None,12,27,1,1,1,1,1
484,Eject,10023,12,28,1,inf,1,1,1
485,Eject,10023,12,29,1,inf,1,1,1
486,Travel,None,12,30,1,1,1,1,1
487,Travel,None,12,31,1,1,1,1,1
488,Eject,10024,12,32,1,inf,1,1,1
489,Eject,10024,12,33,1,inf,1,1,1
490,Travel,None,12,34,1,1,1,1,1
491,Travel,None,12,35,1,1,1,1,1
492,Travel,None,12,36,1,inf,1,1,1
493,Induct,1014,12,37,inf,inf,1,1,1
494,Induct,1015,13,0,1,1,inf,inf,1
495,Travel,None,13,1,1,1,1,inf,1
496,Travel,None,13,2,1,1,1,1,1
497,Travel,None,13,3,1,1,1,1,1
498,Eject,10025,13,4,1,1,1,inf,1
499,Eject,10025,13,5,1,1,1,inf,1
500,Travel,None,13,6,1,1,1,1,1
501,Travel,None,13,7,1,1,1,1,1
502,Eject,10026,13,8,1,1,1,inf,1
503,Eject,10026,13,9,1,1,1,inf,1
504,Travel,None,13,10,1,1,1,1,1
505,Travel,None,13,11,1,1,1,1,1
506,Eject,10027,13,12,1,1,1,inf,1
507,Eject,10027,13,13,1,1,1,inf,1
508,Travel,None,13,14,1,1,1,1,1
509,Travel,None,13,15,1,1,1,1,1
510,Eject,10028,13,16,1,1,1,inf,1
511,Eject,10028,13,17,1,1,1,inf,1
512,Travel,None,13,18,1,1,1,1,1
513,Travel,None,13,19,1,1,1,1,1
514,Eject,10029,13,20,1,1,1,inf,1
515,Eject,10029,13,21,1,1,1,inf,1
516,Travel,None,13,22,1,1,1,1,1
517,Travel,None,13,23,1,1,1,1,1
518,Eject,10030,13,24,1,1,1,inf,1
519,Eject,10030,13,25,1,1,1,inf,1
520,Travel,None,13,26,1,1,1,1,1
521,Travel,None,13,27,1,1,1,1,1
522,Eject,10031,13,28,1,1,1,inf,1
523,Eject,10031,13,29,1,1,1,inf,1
524,Travel,None,13,30,1,1,1,1,1
525,Travel,None,13,31,1,1,1,1,1
526,Eject,10032,13,32,1,1,1,inf,1
527,Eject,10032,13,33,1,1,1,inf,1
528,Travel,None,13,34,1,1,1,1,1
529,Travel,None,13,35,1,1,1,1,1
530,Travel,None,13,36,1,1,1,inf,1
531,Induct,1016,13,37,inf,1,1,inf,1
532,Obstacle,None,14,0,inf,inf,inf,inf,inf
533,Obstacle,None,14,1,inf,inf,inf,inf,inf
534,Travel,None,14,2,1,1,inf,1,1
535,Eject,10025,14,3,inf,1,1,1,1
536,Obstacle,None,14,4,inf,inf,inf,inf,inf
537,Obstacle,None,14,5,inf,inf,inf,inf,inf
538,Eject,10025,14,6,1,1,inf,1,1
539,Eject,10026,14,7,inf,1,1,1,1
540,Obstacle,None,14,8,inf,inf,inf,inf,inf
541,Obstacle,None,14,9,inf,inf,inf,inf,inf
542,Eject,10026,14,10,1,1,inf,1,1
543,Eject,10027,14,11,inf,1,1,1,1
544,Obstacle,None,14,12,inf,inf,inf,inf,inf
545,Obstacle,None,14,13,inf,inf,inf,inf,inf
546,Eject,10027,14,14,1,1,inf,1,1
547,Eject,10028,14,15,inf,1,1,1,1
548,Obstacle,None,14,16,inf,inf,inf,inf,inf
549,Obstacle,None,14,17,inf,inf,inf,inf,inf
550,Eject,10028,14,18,1,1,inf,1,1
551,Eject,10029,14,19,inf,1,1,1,1
552,Obstacle,None,14,20,inf,inf,inf,inf,inf
553,Obstacle,None,14,21,inf,inf,inf,inf,inf
554,Eject,10029,14,22,1,1,inf,1,1
555,Eject,10030,14,23,inf,1,1,1,1
556,Obstacle,None,14,24,inf,inf,inf,inf,inf
557,Obstacle,None,14,25,inf,inf,inf,inf,inf
558,Eject,10030,14,26,1,1,inf,1,1
559,Eject,10031,14,27,inf,1,1,1,1
560,Obstacle,None,14,28,inf,inf,inf,inf,inf
